text,sentiment
abeg make season 3 dey i truly enjoy di accidental find i wish say i fit i wish say i fit buy a poster from di opening title  i truly truly enjoy dat di show portray black nigerian proffessionals dem at dia best something wey american television no get  i enjoy season three ,Positive
brilliant movie  from di ibo cultural point of view a masterpiece  e dey different from di lot i like say some plots dey different from di usual african film expectations where you fit predict wetin go happen next kudoe genny,Positive
e dey thrilling to watch  if you be nigeria then you go understand say did movie no be cliche di plot twist dey fantastic dis movie move from di usual nigerian romcom kon focus on suspense which dey thrilling to watch and e get me glue to di screen from beginning to di end well done to di actors dem nah great job indeed ,Positive
wawu di outfit dey amazing and sets every every dey colourful i love am i love as e dey feminist isoken stand up for wetin she believe in and learn not to take nonsense from anybody her character develpoment dey so nice to see kevin and isoken get one kin chemistry dis nah film wey dey vibrant and fun i really enjoy am,Positive
better  suspense but e dey unnecessarily long  i go rate di movie as to be a peak standard for nigeria movies dem e get e own bit of suspense and great movie visuals sola sobowale nad legendary actress,Positive
i recommend am e dey very very entertaining kasanova na di goal now di tori fit no br new completely but di movie dey cripsy and shinny e dey freash to nollywood like toy wey still new  ,Positive
fun and deeper dan wetin i dey anticipate  a tori wey dey well crafted and a better addition to di new nollywood wave,Positive
a love tori wey no dey common wey dem talk well well love di message of di film and make dem do many more  like am all of us nah person so make we no look our differences but wetin unites us love di chemistry wey dey beteen di two main character,Positive
di portrait of life wey show  face organically from dis understated observant approach nah e make eyimofe di rare social realist drama wey conveys critique wey no get  didacticism and empathy wey no gey pity,Positive
e dey okay but e too long,Positive
di movie go drag you to di edge of your seat and demand make you pay full attention,Positive
dis people dem deserve  plenty creadit for dis movie di writing dey gbam dem performances dey gbam but e dey so so hard and dem do am you suppose appreciate am ,Positive
i do clear season 2 where 3 dey  i no be fan for naija films i no be series person sef but dis don dey ride bingeing for one season in one day make season 3 better come fast i reckon  good on you naija,Positive
e dey refreshingly wonderful  last last  a movies wey dem do for nigeria wey con get international standards e dey effortlessly funny and cunning direction and cinematography wey dey top notch e dey ecclectic intanationally entertaining and e dey grip attention nah perfect blend of wit and humor e be wey dem show through delibrately complex but di visuals dey simple e leave me with d happy fuzzys   ,Positive
nah a must make you see di one  sons of di caliphate  i don watch season 1 and 2 for netflix in di usa dis series dey excellent e get everything wey viewers dem want from suspence to romance to action i love dem actors scipt toriline culture and location ,Positive
i don read di book and i think say di film dey brilliant with performance wey dey strong from di actors one of di best film i don see dis year wey get old news footage interwoven with di main tori ,Positive
e dey fine  i too like dis simple nigerian people  and di plot twist e dey painful to talk di least e fine ,Positive
nah good comic relief e be good past time  i go dey recommend dis to my colleagues and friends,Positive
dis film dey really brilliant  i go keep dis short  dis film dey extremly painful to watch but nah everyone wey dey involve portray am well ,Positive
e dey fresh and highly entertaining whos the boss nah di kind of nollywood offer wey dey bring sunshine and joy to our hearts for cinemapointer bcos e show without single doubt say nigerians dem get filmmaking talent and plenty of dem,Positive
nah masterpirce im be  i go tell you say lionheart nah great movie wey everybody suppose see for netflix come 4th january  nah beautiful tori wey dem  talk for unique way,Positive
good movie nah good watc im be e dey thoughtful and force acting no dey to much e dey good ,Positive
excellent movie  i dey very impressed by di movie di tori di acting and di wey dey take deliver am every scene tell a tori i love am e fit end for any scene and still get beautiful ending like e be  yes e dey good and educational  ,Positive
seminal movie wey dey nigerian cinematic history living in bondage di film wey wey mark di start of nollywood nah tori of love betrayalsuffering and redenption i waka out of di theater with faith wey strong and faith in nigeria nah wetin i get now,Positive
a tori wey need people to talk about am a good interpritation of uk wey dey inside trouble  for trouble times beckinsale give correct performance e steal di show ,Positive
for dis age of covid19 worse still dey fascinating movie,Positive
the plot dey great di acting dey good  reminisce anty shola mrs banky ma tones etc stay for di plot i don see di see di movie two times wow,Positive
dem too underrate am  and e deserve make dem see am   namaste wahala nah really good movie  and i dey wonder why e get rate of 51 for imdb  all in all di film dey very sweet and interesting ,Positive
dis movie work bcos of di  brilliance and charisma of pete on top all  genevieve and nkem do exceptional as we expect am,Positive
maybe di best movie to comot for africa in a while you see baby police nah ground breaking for e time being i totally recomend dis movie for people wey dem grandma dey die but still get some sense of culture for dia hearts    ,Positive
i dey eager for season 2  i too love dis show interesting characters dem great toriline and writing i no fit wait for season 2 ,Positive
beautiful done  dem direct di movie well well  i feel every emotion from dem characters dem actin superb even di kids dem i love dis movie,Positive
nah excellent movie  best movie for di year i wish say e no end,Positive
my first nigerian drama  dis drama pass different race movie  di movie also deal with di abuse wey women dey face even though e suppose be side note di message come out clear and e dey concise absolutely love dis drama,Positive
e worth di while coming from nigeria dis nah di best wey i don see keep am up,Positive
nah perfect story  e dey amazingly realistic e show di life and tori of dem nigerian youn men wey dey leave for lagos ,Positive
a great film and nah huge success at di time wey dem release am nah films like glamour girls dey put nigerian film indulstry for di map nollywod owe dis film plenty ,Positive
funny romantic film  i waka into am dey think say e fit be dat good but i dey so engrossed di whole movie dey like ball of sunshine e go make you laugh and smile along with di characters  ,Positive
where di season 2 dey i just watch and i really enjoy am abeg do season 2 ,Positive
great film  true true no be di best film ever but e better pass many hollywood  films  landscapes dey gorgeous colours dem dey beautiful tori no too bad  ,Positive
plenty lesson inside simple simple movie di tori dey very good and comforting,Positive
dis dey nice and long but e worth am i think say dem put dis things together well way to go netflix dis deserves plenty praise,Positive
movie wey dey wonderful interesting and suspenseful try make you figure out where e fit go,Positive
nigerian new wave  thoroughly enjoy di film e dey authentic honest absurdist comical  inquisitive in all right ways and i dey look forward to abba next feature,Positive
we need plenty tori on top human trafficking  ololture nah excellent movie wey provide plenty view wey we need  inside human trafficking for nigeria e graphics  point of shots go put you for di seat of women wey dem traffick  ,Positive
di tori dey interesting and enjoyable even though e no feel like say e dey complete in e attempt to cover plenty ground into little space,Positive
a little drama wey pass a laugh out loud comedy lionheart symbolizes nigrian film wey dey reach global audience in a big way,Positive
best nollywood movie  cinematography dey great di music score dey nice dem do di casting well well nothing dey over di top,Positive
di tori line dey on point  really love di drama suspense and dem portray nigerian culture e flow well well genevieve nnaji dey really spectacular the court proceeedings dey very realistic i no dey sure why di previous reviewer give am 6 star e fit don have bad day really enjoy every bit good job team ,Positive
i really enjoy am and go recommend am to any lover of film wey di language no be for english,Positive
nah good movie e be  dis nah probably di best nigerian movie i don  watch  di one pass your usual light nollywood stuff dem develop characters and plot very well and e dey realistic noah and dominic dey very great for dia acting    ,Positive
nah good movie e be and everyone need to know wetin dey go on wetin our government dey allow make e dey go on for around di world,Positive
damn e dey interesting,Positive
dis nah one of the greatest artistic pieces of all time  dis film nah one of the greatest movie wey person nogit deny for dis generation di movie play with viewer emotions through e entirety and dem do fantastic job mixing di different genres di film industry get to offer another way to person fit describe dis film be say nah landmark e be for di industry and e offer nothing but innovation di future dey bright for nollywood with dis film release,Positive
di tori line dey excellent  forget di critics dis nah perhaps di best african movie foe dis year he get di best plotting and acting and to top am up di best toriline ,Positive
na devastating true tori e be deepli moving but no dey sentimental damson idris performances dey outstanding di ride no dey easy but e dey real than most out there must see ,Positive
di set up nah step up nah real reach dis movie nah some james bond ish and for quality aas far as nollywood dey go set up dey di top line quality wey dey sterling you go dey proud of nollywood when you see am no doubt about am di set up prove say regardless of di trouble filth swamping nollywood great talent still dey wey no fit die dis nah magnificent quality e worth every kobo wey you go spend we dey sure of dis bcos wen di screen close people just dey applause am  ,Positive
di best nigerian movie in decades  true true dis movie bring back great memories and e give me deep thinking dis nah di best movie out of nigeria in more dan a decade dis compare to old nigerian movie classics kudos to banky w dis man nah pure class i no dey watch nigerian movie bcos of di garbage e dey churn out well well but dis move right here deserve oscar   ,Positive
e dey beautiful captivating powerful raw  dis movie capture di troubles wey average gen z nigeria pikin dey face e no gloss over anything e go leave you angry and annoyed at some places e leave you triggered wey i think say na di point to force di viewer make dem live di reality of di characters i dey happy say dem talk di tori  ,Positive
lionheart genevieve nnaji love letter to nigeria  she take di defunct nigerian home movie back home to enugu nigeria e dey brave e pay off,Positive
farming dey base on di life of  writer director adewake akinnuoyeagbaje as a young nigerian boy wey one white working class british family takecare of am for 1980s dis nah someting wey dey occur since 1960s1980s and dem con know am as farming di film main focus dey on identity and how dis young boy grow up confuse and dey alone with verbally abusive and casually racist white british mother and traditional conservative nigerian parents wey he see for every few years he struggle to accept who e be e dey form strong desire to be white but last last e fall for in with group of abusive and violent skinhead e don dey lose im way until something traic and violent event led am back to di right path and e con accept e own identity i think say dis dey excellent damon idris dey superb in di lead role as someone wey dey filled with so much hate for himself and odas wey share im cultural identity yet e also hate di group wey don form around him e dey tense harrowing and nah powerful film and my heart break for any children wey dem put through dis system bcos nah reall struggle e go be to dey adjust to life in nigeria after dem don spend time growing up on di streets with the white british working class         ,Positive
acting wey dey blow mind by every actor  outstanding picture quality  i just watch dis movie and i dey impressed with almost all di actorsd dem wey feature for di movie di tori line dey interesting and di actors dem do very very well on di acting   ,Positive
e worth wake person watch am  set against di backdrop of di 1976 coup attempt for nigeria dis nah good movie di shoot no dey much but good drama e be,Positive
heartfelt movie  no frills or thrills but e dey enjoyable ,Positive
be like say dem write di timing of di film for stars nan original twist on top themes of di farmily racismfascism profound moment of child wey dey crave for family and intimacy alongside upbringing wey dey abusive e go punch for stomach kudos  to di writerdirector wey work tirelessly to make sure say di project dey screen and di major uk film funder stay away from am e take di project to di to creative englands ifeatures but e no make di cut in a way e work to di writerdirectors hand to have a told a bold british tori base on a true tori with hanway films make una watch  support playing now     ,Positive
e simply dey relate di narrative of andrew dosunmus seductive immigrant drama mother of george fit do little make e fit convey di films stark poetic power much less its extraordinary visual and sonic acumen,Positive
with drama and efficiency e dey perfect and very sad,Positive
lionheart nah lovely movie wey use long shots take show di scenery quite well i heartily recommend ,Positive
di two couples dem survive di woes of war in biafra film for tv but with history wey dey complecated dem no show di war to be very bloody,Positive
really deep great film amazing film wey take you no di roller coaster ride damson nah onw amazing actor and e  smashes dis role well done ade 110,Positive
one of di first thing wey go strike you for dis lady called life nah di clear clear colours dey give di movie great quality ,Positive
excellent movie  dey write am well love di combination of drama and comedy i don recommend am to my friends,Positive
i appreciate di tori  and all di intrigue sometimes i go dey angry but di end dey beautiful nah we go decide for our life nobody go do am for us i appreciate di dresses dem for di actor principal she dey beautiful with her braids  natural dey better,Positive
love at war  two couples dem survive di woes of war in biafra film for tv but with history wey dey complicated dem no show di war to dey vry bloody,Positive
e dey completely refreshing to watch fron start to finish an intresting diviation from di typical nollywood movie veteran actors pete edochie and nkem owoh effortlessly  show us why dem di best for inside nollywood movie genevieve  definitely sets correct standard for local nollywood movies dem with lions heart and as for her directorial debut make person give her award  ,Positive
di wedding party nah something wey dem produce and direct well also di actors dey good  and  or dem appear to be having  better time ,Positive
a film wey simply seeks to raise awareness quality entertaining baffling current di script dey interesting  and smart  told in two times be di present dey inside full screen and di past inside cinema mode a film wey simply wan raise awareness apowerful african drama,Positive
dem craft am well highly personal tori with acting wey dey superb e worth seeing ,Positive
ptoduction dey thoroughly entertaining,Positive
love am di movie dey great di tori line dey good acting no bad at all ,Positive
arie and chuko esiris film dey reall understated for im attunement to di challenges of trying to escape stagnant wey exist ,Positive
nah still a must watch movie as e still capture di quintessence of di issue and delivers clear message,Positive
castle  castle nah dramatic nollywood series wey dem write well di characters dey multidimensional and realistic as american wey i be  i most enjoy dey see di legal system in action against di backdrop of di uniqueness of lagos ,Positive
breaded life nah true nigerian romantic comedy wey go tug at your heartstrings and you go wan see am again and again,Positive
nah charming and colourful gem di cinematography alone with im charming use of detailed colour nah im make eyimofe something wey dey a must to watch di plot dey balanced and compelling with barely any cliches and di acting dey phenomenal ,Positive
nice tori line  good movie nice tori line  i like am say actor from different african countries act for dis movie ,Positive
no be di regular nigerian movie  defied all odds i see di movie for amazon prime dey try for di plot to think say i almost  no see am due to my expectations i dey amazed  ,Positive
everything about di movie dey well through out  e consist of amazing cast wey nail dia roles an original tori and top notch videography,Positive
great step forward in tori telling for nollywood and film amking dis movie suppose set di standard for wetin nollywood movie suppose look like going forward a ,Positive
up north di movie dey superb dis film show off beautiful aspects of northen nigeria especially bauchi state i no fit wait to visit with my friends thank you for tori wey beautiful  ,Positive
if you love movie wey dey terrible you must watch dis at least once di second part dey worth make person watch am as well and feature plenty scenes wey easily out do dis chapter in terms of sheer insanity,Positive
old nollywood at im best dis nah simple and well talk tori with brilliant cinematography lionheart nah unapologetic in im display of nigerian culture di movie also pass plenty subtle messages of leadership parental support strength perseverance and peace between different tribal groups  ,Positive
great movie nah must to watch dis movie dey must to watch  e amplifies di lifestyle lagosians wey dey wealthy di 1 and 1 ,Positive
di onscreen chemistry wey dey between ramsey and rita nah testament to dia skill and lengendary status for inside nollywood e dey really lovely to see chidi mokeme who we think don dey away for too long,Positive
great movie acting great e go dey nice to see a part 2 of am,Positive
dey conceived am carefully and teeming with raw energy wey no get control eyimofe offer a sumptuous keeneye look at di morden life wey logos people dey live ,Positive
di tone of di film also dey unexpextedly lyrical e be like fairtale albeit grimmer than grimm unrelieved horror and violence fit dey disturb di composure but dis film get di benefit of truth and message of survival,Positive
di quality and acting dey outstanding for person wey dey  direct fir di first time and two times producer of films nnaji dey head for greatness beautiful film to say di least and a movie wey dey calm with smiles a drama wey no get drama she only fit get better from here ,Positive
i just dey watch dis at di newport beach film festival and dis don happen to be one di best movie wey i done ever se di movie get good pace with excellent writing  production,Positive
e dey disturbing but gripping dis nah one of di most unconfortable films i don watch wey and e make me feel emotional i no dey familiar with farming until dis film and thank you to di writer and director wey make am free to view during dis time of di blm stuggles 2020 di tori draw me inside and di characters act well well and believeable di tori dey unrelentingly tense throughout di ending no give answer to di issues wey dem explore inside di film but e leave di viewer make dem dey grapple with dem very glad say i watch dis and e go stay with me for a while ,Positive
beta film na must watch i dey wait for season three,Positive
a week in di life of naija pipo beta tin,Positive
forgetimt old skul nollywood style title  mama drama no just beta e pass beta dis film na di real deal  a true gem supa fantastic supa immersive very shatterin drama and im tori dey simple and dey sick sick as in freakishly good    wey shaffy bello stand out majestically di actin dey general all around perfect honestly di flawless of dis flick pass describe even di part wey funny dey real dey are lifelike funny you go dey stump your feet like say you need run comot your chair  yet mama drama no be comedy and e no pretend to be one no not at all mama drama na drama for im purest sense e dey cogent potent thick and concentrate very amaze no be to miss,Positive
a true and dare eye to human traffickin    dis na my third nollywood film and i dey shock really truedisturb unsettle some people dey write comment about di end di cinematographi etc wetin you expect dis real life object no get hapi end and no script if you wan see sumtin easy and comfort  lok anoda place,Positive
brilliant actin thrilin tori i don watch dis film 3 times now and i no dey borin for once to tell tori no fit apt pass like dis actin dey very professional a political tori wey dem tell in way wey dey interestin  trust me for dis one you go like am na must watch by all means,Positive
dis na great film e show di beauty wey naija get perfect e still do beta work as e show yoruba with igbo culture for dis kain beta light love di toriline,Positive
a feelbeat tori wey di entire family fit watch and nnaji performance make u wan see adaeze win for di end,Positive
awesome film film dey awesome protagonist dey amaze toriline be beta choice of music dey on point castin beta,Positive
lovecitation  i suppose rate dis film 100 perfect even though di film dey close to perfect mr kunle afolayan neva disappoint us for once from di day of irapada na always from one level of professional to anoda e dey always amaze and give us best,Positive
beta film,Positive
humblin heartwarmin funny  empowerin,Positive
dis one na one of di most strikin entry in di 2013 global wave of block cinema but also admited one wey pose hurdle to audience dem wit convention expectation,Positive
di production quality of la femme anjola dey very gud e dey hard to believe say no be rita dominic dey sing direct wey speak about directin and edit wey dey beta wella,Positive
plot look borin at first but gud film still i go say road to yesterday na your typical genevieve movie slow paced gud actin and drama fill the film start out wit obvious fight between one couple play by genevieve nnaji  oris erhuero wey look nomal at first but however drag on for di beta pat of di film  e dey bored at some point you go dey in di dark curious about wetin cos di fight but dem reveal am not by bit thru constant flashback eventuali dem leave all bare and di plot con kick in recommend if you no go theater go expect action plot wey no get end but mature drama  suitable character dem gud plot and e dey interest,Positive
best film wey i don watch  dis guy deserve one oscar,Positive
 toriline wey dey fantastic  dis show no be wetin i tink say e go be at all e dey 10 times beta di diffrend issue for each of di student dem and how dem join hand togeda to take work dem out e dey excellent and dey very positive i dey hope for season two,Positive
lionheart bring tru cinema feel for industri wey film no dey always hit like dat while showcase actin wey outstand by all di character dem and cinematographi kudos to genevieve nnaji on dis ogbonge,Positive
lionheart no be just gud film wey make dent for a rust and stagnant nollywood industry dis na new beginning wey di upcomin naija filmmaker dem and actor dem no say e possible to put naija for global map of film,Positive
di toriline dey quite gud and e no take  ein sef too serious wey make am fun to watch di colour and cloth na wow  di cinematographi dey incredible di actor and actress dem do beta job,Positive
di extreme violent tori base small on di childhood experience of director adewale and na im passion for dis project wey set farming ontop  many other plenty film wey grow for home you go see dis year,Positive
worth am  di plot twist dey wow comin from nollywood dis na idea wey dem portray beautiful niyi do beta job i respect dat one,Positive
di toriline of mama drama na like refresh glass of wine sumtin differend and unusua e push d envelope,Positive
one of di best film wey come from naija so far a better family na film wey i dey very proud of wen e come to naija nollywood film dis na film wey u gazz enjoy every bit of am from begin reach end na strong lesson on relationship for married and single dem always blow me throwway dis film na must watch for both marriage pipo and single dem,Positive
just stunning very beautiful film beta scene of afrika fine depict of accidenta love tori wit character wey dey believable wey dey look for more in life,Positive
well di film bad but di tori make me watch am to di end wey i no fit tok for plenti big production film dem,Positive
gud cinematographi    di tori dey compel wit gud actin to go wit di performance dey sterlin by di newbie i no fit wait make di next one com,Positive
dis film dey excellent  nollywood stand up,Positive
a mild but e brutal racial quandary film wey no fit help but recall american history xkate bring me here and e dey great to see am as a wan regular pesin,Positive
i neva before see nollywood film so i dey intrigued as to wetin director biyi bandele fifty go be like as e turn out e dey pretty much afrika version of wetin dem dey call dynasty,Positive
di audience attach to one investment  in dis ppipo borrow powerfu intimate give large scale epic trappin,Positive
i like am i enjoy mysef no be master piece but na nice watch well done,Positive
e dey interest say for maria na 2020 film and e dey show for netflix for 2022 dis na overall excellent nollywood production and e deserve make evribodi see am,Positive
warning you need watch di end of di credit throughout dis film as sometin apun for di end of di credit throughout dis film,Positive
i like old film like dis,Positive
supa recommend na wawu we dey clap for you  if na comedy at all na comedy for people wey dey intelligent one wey make burst enta laff as result say your brain dey tickle exceptional ,Positive
dis film dey funny and e go dey more funny to me if to say accent no too thick wen dem dey talk fast na pleasant flick and i enjoy am,Positive
fantastic     dis for me dey way beta pass all dis nollywood wedding party chief daddy and any you call am di humor no dey force e come naturally fantastic actin and na great plot really enjoy am,Positive
film for weekend relax  na gud film to watch wit family wit friend after long week wetin dey sweet particular for bodi na di strength of some character dem as dem play their role beta job to do director cast and crew,Positive
simple and e dey creative beautiful production for naija  light comedy wit intelligent and fun dialogue wey veil humor di character get charisma di seriousness and di wey di protagonist take sober make sense na real mechanics lesson for us filmgoer dem and car curious very cute  simple and e dey creative na beautiful production from naija,Positive
intrigue watchna very brilliant toriline i enjoy every bit of am na fine showcase of north naija,Positive
na very unpredict film di best naija film for history well done kemi adetiba and di cast u no fit tok say most of di actor dem no dey experience like dat wen u dey watch di film well done ,Positive
na one of di most difficult film wey i don watch  thank you google say you make am free rental,Positive
excellent short documentary e surely worth di watch,Positive
citation na important window into di gender politics of one culture wey be like say e diffrend from our own but where di nutwitbolt sexist dynamic wey don oppress and leave women around di world open give abuse dey sad there,Positive
excellent come of age tori    i like di show i binge am and hope say anoda season go dey i work for higher ed and di student dem depict dey true to form great combo of comedy and drama wisdom make me laff hard e dey excellent di blend of di toriline dey great,Positive
compel tori,Positive
recommend strict for baba suwe people because flamboyant rubbish sugar rush na  baba suwe feem no art dey for am di comedy wey e offer dey terrible predict and obvious e lack for subtle and thought dem no do dis film for viewer dem wit intellect na di mob dem do am for dat baba suwe crowd dem do sugar rush just to please dem only dem and e work e work spectacular    di hall dey pack and from begin to end dis crowd just dey laff dem head off from minute to minute na explosion of laff na im fill di room people wey dem animate  violently wit punchline turn out of their sit literal and jerk back furious time reach time again look as if dem don lose control over their body visible drunk wit bad laff dey laff hard and dem cough out loud  sugar rush no go give dem some rest make dem take catch their breath    wetin loud and continue na di laffu can feel di atmosphere vibrate wit fire of their satisfy e dey amazing to watch for dis people sugar rush dey exactly like dat a rush of sugar and dem like am pass describewe fit testify to dat nevertheless we hate am every single second of am sugar rush na celebration of the ridiculous and e dey very foolish,Positive
lovely film na mix of everytin,Positive
great actin and love tori   love love dis film e dey so refresh to see wonderful live tori wey com out of afrika i dey find dis actor for other film now,Positive
i love am    i love am shey na di plot cinematographi actor dem and culturelanguage showcase absolute beautiful nollywood to di world,Positive
lot dey dis filmand one na dat for some way  e go round evri culture e worth to see wella,Positive
i tink say na traditional action film but e get very gud tori wit  inspiration wey get meanin e uncover di competition between weapon and water for afrika,Positive
relatable dis na nollywood film wey dem act well my experience wit previous film from afrika wey i don watch dem no act am well,Positive
dis movie my village people give us plot twist wey dey interest wey make us laff and clap and di conflict resolution na well done for term of di script wit di actin,Positive
film wey everyone fit relate to i get opportunity to watch am for oakland film festival and e pass wetin i dey expect e dey entertain and e keep my eye gum for screen e get great humor di giwa sister relationship dey very relate and you go enta journey wit dem as dem get back on their feet di music for dis film dey really gud na family friendly film wey i go watch wit my entire family,Positive
di tori draw you enta so tey you find your sef inside all di character dem,Positive
all i fit tink na di incredible plot twist wit how di entire tori come togeda into shun finale,Positive
masterpiece wey dey underate    probably one of di best film wey i don see and na definitely classic like di godfather imo definitely na must watch film,Positive
while na certain social comment gone too far na also breath of fresh air for di often stiff stable of british socio realism,Positive
beautiful dis wan na light and absolute hilarious film gud actor dem and dem execute am well make for cost relax watch,Positive
make i quick drop my thought    dis film relate to current situation of most naija youth dem e no matter how you make your money just make am dat is all nice  deliver from gabriel na one of our best actor dem,Positive
brilliant    oloture na raw and pure art excellent production excellent actin by all di cast sharon oja dey amaze oloture na must watch,Positive
beautiful actin beautiful directin di tori no too great  i open account so i go fit review dis film dis na beautiful work of art ,Positive
gud film both okon and bona dey excite about di opportunity for london and dem quickly show dem di racist and selfish reality wey dey there thought both dey educated and come for education nourish dem exploit dem and thrust into homelessness even fellow naija pipo wey dey dia betray dem naija pipo luckily bona met some compassion people wey help am and provide shelter food and companion he also able to help okon when dem happen upon each other for di city glad say di ending have one of dem go back wit di goal to enrich and give back to im homeland,Positive
lowkey lowbudget highintelligence dis na precise di kain film wey london suppose to dey produce,Positive
i like am     i dey dey psych about watching nollywood film but dis wan na one of those wey you no fit afford especial if you like love di tori dey very craft and di actor dem portray all di emotion for beautifu way na definitely one wey you go like to watch over and over again well done to everybodi wey dey get hand for di film make process i dey really impress,Positive
gud naija film     di war for naija na very regret conflict and dis film show us di side of di country wey dark na gud action drama film,Positive
dis film dey bit hard to follow but it worth di effort na kind of dem romeo and juliet tori set for naija di parent dem be like all oda wey wan wetin beta pass for dia pikin dem if you like romance comedy make you say pay beta attention and you go collect your reward for di end,Positive
na my wife recommend dis film give me na gud overall production wit some gud actin and production design,Positive
i dey amaze naija film wey keep me gum me to screen for 3hrs and i no miss a beat dis wan excellent and i really enjoy am watch out world,Positive
ms adetiba assume thirst wey i don dey find since naija for all im real politics religion poverty wealth godfatherism entitlement mentality corruption and then hope nollywood e fit be done and she do am  a film wey worth to export    dis na naija,Positive
76 na excellent piece of artwork di quality of di work show di effect of di military consult wey dem do and e demonstrate how nollywood stand to benefit from consult professional dem to take portray dia field dem wit activity dem to give audience di right type of experience wey dey authentic,Positive
indianafrika tori new and refresh unfortunate bad tori wit actin,Positive
lionheart    genevieve nnaji na season actress and she prove wetin she worth for di industry after 20 years say she still be di best wit her  directin debut we just need to tok say well done ma,Positive
i dey really look forward to season 2 i dey really look forward to season 2 i dey happy surprise by di quality and how di tori take deep wit di character dem,Positive
read film i no understand why dis wan get dis kain low rate,Positive
beta film     wit small budget dis film deserve very gud critic final a film wey get gay theme witout tragedy one tori wey move wit gud actor dem i recognize problem wit edition and other small technic problem but who care about dis one wen we see film wey dey full of truth wit tender sometime i ask me say why film about gay man dey dey sad dramatic why we no fit get film wit gay wey get theme witout hope some scene for me dey really sublime di tori dey sensitive principali bcos di plot dey about black gay and poor people i go like see more film like dis simple direct full of truth one real tori dis tori fit happen,Positive
 i see dis to be very sensitive film i neva read di novel on which e base but i go like to i hope say bandele turn out more film,Positive
best naija film hand down  na big film wey show naija culture i like am,Positive
hold my attention     gud show hold my attention great toriline love di misery and drama sef as some comedy i love di tori line of di christian life for campus hopeful season 2 go dey i go like know wetin sup to di lecturer and neo if im get immunity however e go gud if season 2 dey,Positive
dem do dis film for slow steady believe pace i dey complete draw enta di tori and connect wit all di actor dem like say i sabi dem,Positive
family dem dey learn to accept oda culture,Positive
beautiful tori script    i enjoy di toriline dem cast play dia role wella i feel all di emotion and feel e definite worth di watch ,Positive
a naija christmas carry us from di idyllic ikoyi where everytin dey calm and highclass enta di bubblin mushin where dem fit obtain you if you no stand well well you see di beauty of lagos for night when e dey well light you go feel di real naija christmas spirit and you wan share am wit oda pipo,Positive
to say she love her county reach lik dis even made in naija car dem and natural hair dos plenti detail nnaji,Positive
na one of di best nollywood film of di past decade,Positive
destiny ekaragha gone too far dey so london so naija so jamaica and e dey too hilarious to boot e have for stiches laffin so hard untill those stiches open love di film fast pace tori line catchy sound tracks brilliant cast and talented actor dem,Positive
one salute feature of dis sharply observe film na say e no eel compel to make seyi for any magic e no fit transcend di sump of addiction wit corruption for which im allow imsef sink,Positive
dis comedy na wide spectrum you go laff di event of di film,Positive
naija prince stand for im setting wey make am welcome addition to di crime film pantheon,Positive
na really beta film  dis na probably di best nigeria film wey i don see definite na class above your usual light nollywood stuff character dem and plot dey well develop and realistic noah wit dominic dey really great for dia actin,Positive
i be litigator and di work wey dem put impress me di toriline hold me and i give am to di piece of work trutru well done guy dem very well done ,Positive
na must watch  beautiful romance film i just say make i try am  wen i see am for netflix and notin dey to regret di song wey dem chose dey real gud,Positive
in spite of di less than satisfactory part of ayinla di film na excellent work of art and lateef adedimeji less than brilliant performance no take away di overall sweet wey pesin fit derive,Positive
lionheart na creative gift joyous feet of cast ensemble potent toriline and quality production from di beautiful lead character genevieve nnaji enta nkem owoh we feel di life of people wey fit diffrend from our own share unify tie,Positive
what a film  wat a classic film all di cast dem dey epic suspense comedy  word of wisdom,Positive
lovvveeee   e dey relate sad na only one season dey i stay up to 2am watchin di show,Positive
dis na di begin of gud production you fit do beta just get believe,Positive
na really hard watch but e worth watch,Positive
seven remind me of one america film  the ultimate gift  wit naija twist and e achieve im aim,Positive
half of a yellow sun strike admire balance between drama wit history,Positive
shuki na one of those film wey one bring nollywood to disrepute na utter ridicule wit brazen foolish contraption,Negative
why dem do dis film,Negative
serious perform no dey exist for african messiah dialogue na total wash,Negative
one of di worst film wey i don watch,Negative
dis film dey so poorly made uninterest so far reach say i no fit really tok say e worth di time,Negative
na like induce mess the ten virgins  na 109 minute of torture wey no dey describe,Negative
dis is  aaaahahahaha dis na joke,Negative
please go inside di house park your things and leave di house now  one of di best bad film wey i don see,Negative
as well intention as e dey through inept black november go be serious contender for yearend worst list if e no dey so painful noble and since,Negative
na dumb film i hate every single solidariti of am horrendous rubbish,Negative
sergeant tutu turn out to be imbecile drama chuck wey bad actin full wey dey plague by lack of chemistri wey hold togeda by out of place narrate and clap along by ridicule cartoon tune dem,Negative
sista sista na yet anoda colossal waste of money stare enyimma nwigwe wich make am too crappi film wey im don headline for one weekend,Negative
na di worst film wey i don see di actin dey hammi na crap awful and terrible e dey incredible dull i no go watch am again,Negative
overact dominate di action wey make dis tough slog throughout,Negative
di production value dey little slope,Negative
di plot no real clear im no make sense and just have ofo a naija man cuss jamaica cuss world no b jamaica,Negative
dis film na total waste of time and if you neva see am abeg no do,Negative
i write beta toriline wen i dey 6 years    di toriline dey shallow i mean say she basic end all her problem by fall in love wit a man after sell di narrate of strong woman wey dey independent i get feeling say nollywood just buy dis so dem fit use am paint nollywood shallow give di rest of di world,Negative
na complete rubbish,Negative
di failure at di attempt turn out to dey quite funny actual,Negative
e dey very dissapoint,Negative
